Id,Category
565,5
566,1
567,4
568,1
569,1
570,2
571,2
572,1
573,7
574,4
575,2
576,3
577,1
578,4
579,2
580,7
581,4
582,2
583,2
584,1
585,6
586,1
587,6
588,1
589,1
590,2
591,2
592,1
593,1
594,2
595,1
596,6
597,7
598,4
599,6
600,6
601,3
602,4
603,1
604,2
605,1
606,1
607,4
608,1
609,4
610,6
611,1
612,7
613,1
614,1
615,3
616,6
617,3
618,4
619,7
620,2
621,1
622,2
623,3
624,1
625,1
626,1
627,1
628,2
629,2
630,4
631,7
632,4
633,6
634,1
635,1
636,3
637,1
638,1
639,4
640,3
641,7
642,1
643,1
644,4
645,1
646,1
647,6
648,1
649,2
650,1
651,1
652,1
653,1
654,1
655,3
656,6
657,2
658,1
659,7
660,4
661,3
662,7
663,7
664,1
665,4
666,3
667,3
668,3
669,4
670,6
671,1
672,6
673,1
674,4
675,1
676,1
677,2
678,1
679,1
680,7
681,1
682,1
683,3
684,4
685,1
686,2
687,6
688,7
689,7
690,6
691,1
692,1
693,3
694,3
695,2
696,5
697,1
698,4
699,3
700,2
701,1
702,2
703,3
704,3
705,1
706,2
707,2
708,5
709,2
710,1
711,1
712,1
713,2
714,7
715,1
716,2
717,2
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,3
726,1
727,1
728,3
729,1
730,1
731,1
732,1
733,1
734,1
735,3
736,1
737,4
738,1
739,5
740,6
741,4
742,1
743,3
744,1
745,1
746,1
747,1
748,2
749,5
750,3
751,3
752,1
753,3
754,3
755,5
756,2
757,2
758,3
759,3
760,1
761,7
762,3
763,1
764,1
765,2
766,1
767,1
768,2
769,1
770,1
771,6
772,1
773,4
774,4
775,4
776,4
777,3
778,1
779,7
780,4
781,3
782,7
783,1
784,3
785,1
786,2
787,6
788,2
789,3
790,1
791,1
792,1
793,7
794,2
795,3
796,6
797,1
798,1
799,2
800,1
801,1
802,1
803,2
804,6
805,4
806,3
807,2
808,3
809,3
810,4
811,1
812,1
813,3
814,2
815,4
816,2
817,7
818,1
819,6
820,1
821,1
822,1
823,1
824,5
825,2
826,1
827,1
828,2
829,7
830,5
831,1
832,3
833,4
834,1
835,5
836,1
837,4
838,3
839,1
840,4
841,5
842,1
843,4
844,1
845,1
846,2
847,2
848,1
849,1
850,4
851,4
852,1
853,1
854,1
855,3
856,3
857,3
858,1
859,1
860,6
861,1
862,4
863,1
864,1
865,1
866,2
867,4
868,7
869,6
870,2
871,1
872,6
873,7
874,2
875,7
876,1
877,1
878,2
879,3
880,1
881,1
882,1
883,7
884,1
885,4
886,6
887,1
888,1
889,6
890,2
891,4
892,3
893,1
894,2
895,3
896,1
897,1
898,4
899,4
900,1
901,1
902,1
903,3
904,1
905,1
906,1
907,5
908,6
909,1
910,1
911,4
912,2
913,1
914,1
915,6
916,2
917,6
918,1
919,4
920,1
921,1
922,3
923,7
924,1
925,1
926,4
927,1
928,4
929,1
930,1
931,5
932,3
933,4
934,1
935,2
936,2
937,1
938,4
939,3
940,4
941,1
942,4
943,4
944,1
945,4
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,7
954,3
955,6
956,1
957,1
958,1
959,4
960,1
961,1
962,2
963,1
964,3
965,4
966,2
967,1
968,1
969,3
970,1
971,3
972,1
973,1
974,1
975,5
976,1
977,1
978,2
979,1
980,1
981,1
982,4
983,1
984,4
985,2
986,1
987,5
988,1
989,2
990,3
991,1
992,1
993,3
994,5
995,1
996,1
997,2
998,1
999,4
1000,3
1001,2
1002,3
1003,4
1004,1
1005,2
1006,1
1007,3
1008,4
1009,2
1010,4
1011,6
1012,1
1013,1
1014,1
1015,1
1016,4
1017,1
1018,1
1019,3
1020,3
1021,1
1022,6
1023,4
1024,6
1025,1
1026,1
1027,1
1028,1
1029,6
1030,1
1031,1
1032,1
1033,1
1034,1
1035,2
1036,1
1037,2
1038,1
1039,1
1040,4
1041,5
1042,1
1043,1
1044,3
1045,1
1046,1
1047,3
1048,1
1049,3
1050,4
1051,1
1052,1
1053,2
1054,3
1055,6
1056,1
1057,4
1058,1
1059,1
1060,2
1061,2
1062,1
1063,2
1064,6
1065,1
1066,1
1067,3
1068,1
1069,1
1070,1
1071,3
1072,2
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,4
1080,6
1081,4
1082,4
1083,1
1084,1
1085,5
1086,5
1087,4
1088,4
1089,1
1090,1
1091,6
1092,1
1093,2
1094,6
1095,6
1096,3
1097,1
1098,2
1099,1
1100,2
1101,3
1102,1
1103,2
1104,1
1105,2
1106,2
1107,1
1108,3
1109,1
1110,3
1111,6
1112,3
1113,1
1114,2
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,3
1124,1
1125,1
1126,4
1127,1
1128,2
1129,4
1130,6
1131,6
1132,2
1133,3
1134,1
1135,1
1136,1
1137,2
1138,1
1139,2
1140,1
1141,1
1142,4
1143,4
1144,3
1145,1
1146,4
1147,2
1148,6
1149,1
1150,1
1151,1
1152,1
1153,6
1154,1
1155,4
1156,1
1157,1
1158,6
1159,3
1160,2
1161,1
1162,3
1163,3
1164,1
1165,1
1166,1
1167,6
1168,1
1169,1
1170,1
1171,1
1172,4
1173,6
1174,3
1175,5
1176,7
1177,2
1178,3
1179,1
1180,1
1181,4
1182,6
1183,2
1184,1
1185,1
1186,3
1187,1
1188,1
1189,4
1190,3
1191,1
1192,5
1193,1
1194,1
1195,1
1196,6
1197,6
1198,1
1199,1
1200,4
1201,4
1202,3
1203,1
1204,6
1205,2
1206,2
1207,6
1208,3
1209,6
1210,4
1211,3
1212,6
1213,3
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,5
1221,4
1222,3
1223,6
1224,2
1225,1
1226,1
1227,3
1228,4
1229,1
1230,1
1231,1
1232,1
1233,1
1234,4
1235,1
1236,2
1237,3
1238,1
1239,1
1240,1
1241,1
1242,1
1243,7
1244,1
1245,3
1246,1
1247,2
1248,1
1249,2
1250,4
1251,3
1252,1
1253,1
1254,4
1255,1
1256,1
1257,1
1258,4
1259,1
1260,1
1261,5
1262,7
1263,1
1264,1
1265,2
1266,1
1267,2
1268,1
1269,1
1270,1
1271,7
1272,1
1273,4
1274,6
1275,1
1276,4
1277,3
1278,3
1279,1
1280,1
1281,2
1282,6
1283,1
1284,3
1285,1
1286,2
1287,2
1288,1
1289,4
1290,3
1291,2
1292,1
1293,2
1294,1
1295,1
1296,4
1297,6
1298,1
1299,7
1300,1
1301,3
1302,4
1303,6
1304,1
1305,1
1306,2
1307,1
1308,4
1309,2
1310,1
1311,1
1312,1
1313,4
1314,1
1315,2
1316,1
1317,2
1318,5
1319,1
1320,2
1321,4
1322,2
1323,1
1324,1
1325,5
1326,6
1327,1
1328,1
1329,1
1330,1
1331,4
1332,3
1333,3
1334,1
1335,2
1336,4
1337,1
1338,1
1339,4
1340,1
1341,6
1342,1
1343,1
1344,2
1345,2
1346,4
1347,2
1348,3
1349,2
1350,4
1351,2
1352,3
1353,1
1354,2
1355,2
1356,1
1357,3
1358,7
1359,3
1360,4
1361,1
1362,4
1363,4
1364,1
1365,1
1366,1
1367,2
1368,1
1369,5
1370,1
1371,7
1372,1
1373,4
1374,1
1375,2
1376,6
1377,1
1378,1
1379,1
1380,3
1381,4
1382,7
1383,1
1384,3
1385,3
1386,1
1387,2
1388,2
1389,1
1390,1
1391,4
1392,3
1393,2
1394,4
1395,1
1396,2
1397,2
1398,7
1399,3
1400,1
1401,1
1402,6
1403,4
1404,1
1405,1
1406,3
1407,1
1408,4
1409,1
1410,1
1411,6
1412,2
1413,4
1414,3
1415,4
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,4
1423,1
1424,1
1425,1
1426,4
1427,3
1428,6
1429,1
1430,3
1431,1
1432,4
1433,1
1434,4
1435,1
1436,4
1437,1
1438,6
1439,3
1440,1
1441,1
1442,4
1443,1
1444,2
1445,3
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,3
1453,1
1454,1
1455,1
1456,1
1457,1
1458,3
1459,1
1460,1
1461,1
1462,2
1463,2
1464,4
1465,1
1466,2
1467,4
1468,7
1469,4
1470,2
1471,3
1472,1
1473,1
1474,1
1475,3
1476,1
1477,5
1478,4
1479,2
1480,6
1481,1
1482,1
1483,2
1484,1
1485,1
1486,1
1487,1
1488,2
1489,1
1490,1
1491,5
1492,5
1493,1
1494,1
1495,7
1496,1
1497,1
1498,1
1499,4
1500,1
1501,2
1502,1
1503,5
1504,1
1505,5
1506,2
1507,1
1508,3
1509,1
1510,1
1511,3
1512,1
1513,1
1514,2
1515,3
1516,3
1517,1
1518,1
1519,4
1520,4
1521,6
1522,2
1523,1
1524,2
1525,3
1526,1
1527,1
1528,5
1529,4
1530,5
1531,6
1532,1
1533,6
1534,2
1535,1
1536,4
1537,3
1538,3
1539,7
1540,2
1541,1
1542,3
1543,1
1544,2
1545,3
1546,3
1547,1
1548,3
1549,1
1550,3
1551,2
1552,2
1553,2
1554,1
1555,4
1556,1
1557,3
1558,1
1559,1
1560,4
1561,1
1562,2
1563,1
1564,2
1565,4
1566,3
1567,6
1568,1
1569,1
1570,3
1571,4
1572,3
1573,4
1574,4
1575,3
1576,2
1577,1
1578,1
1579,4
1580,6
1581,1
1582,3
1583,2
1584,2
1585,4
1586,3
1587,1
1588,6
1589,1
1590,5
1591,4
1592,2
1593,1
1594,2
1595,3
1596,5
1597,6
1598,3
1599,1
1600,3
1601,1
1602,4
1603,3
1604,6
1605,1
1606,1
1607,3
1608,2
1609,1
1610,3
1611,4
1612,1
1613,1
1614,2
1615,1
1616,1
1617,4
1618,1
1619,5
1620,1
1621,1
1622,2
1623,3
1624,1
1625,2
1626,1
1627,3
1628,4
1629,1
1630,1
1631,3
1632,5
1633,1
1634,1
1635,3
1636,7
1637,1
1638,6
1639,4
1640,1
1641,2
1642,2
1643,4
1644,2
1645,3
1646,1
1647,1
1648,4
1649,6
1650,1
1651,1
1652,1
1653,4
1654,2
1655,2
1656,1
1657,3
1658,3
1659,5
1660,1
1661,1
1662,2
1663,6
1664,1
1665,1
1666,1
1667,1
1668,3
1669,4
1670,7
1671,1
1672,3
1673,1
1674,3
1675,2
1676,4
1677,4
1678,7
1679,2
1680,3
1681,1
1682,7
1683,3
1684,1
1685,3
1686,1
1687,3
1688,4
1689,2
1690,1
1691,2
1692,2
1693,1
1694,3
1695,1
1696,1
1697,1
1698,4
1699,1
1700,1
1701,1
1702,5
1703,4
1704,3
1705,2
1706,2
1707,1
1708,4
1709,2
1710,6
1711,1
1712,1
1713,2
1714,1
1715,2
1716,3
1717,1
1718,2
1719,2
1720,6
1721,1
1722,1
1723,3
1724,6
1725,3
1726,2
1727,2
1728,1
1729,4
1730,3
1731,3
1732,1
1733,1
1734,1
1735,4
1736,2
1737,1
1738,1
1739,6
1740,1
1741,3
1742,1
1743,1
1744,3
1745,5
1746,3
1747,5
1748,4
1749,1
1750,1
1751,2
1752,3
1753,2
1754,4
1755,4
1756,5
1757,1
1758,1
1759,1
1760,4
1761,3
1762,2
1763,1
1764,6
1765,1
1766,2
1767,1
1768,1
1769,4
1770,1
1771,6
1772,6
1773,7
1774,1
1775,4
1776,4
1777,1
1778,3
1779,2
1780,2
1781,3
1782,5
1783,6
1784,1
1785,2
1786,1
1787,4
1788,3
1789,1
1790,2
1791,4
1792,1
1793,2
1794,4
1795,1
1796,1
1797,3
1798,4
1799,3
1800,4
1801,1
1802,1
1803,3
1804,1
1805,1
1806,6
1807,1
1808,4
1809,1
1810,1
1811,1
1812,2
1813,1
1814,3
1815,1
1816,1
1817,1
1818,3
1819,1
1820,1
1821,4
1822,1
1823,5
1824,4
1825,4
1826,4
1827,1
1828,1
1829,6
1830,3
1831,1
1832,4
1833,1
1834,4
1835,3
1836,2
1837,1
1838,1
1839,4
1840,2
1841,4
1842,3
1843,1
1844,1
1845,4
1846,1
1847,4
1848,2
1849,1
1850,1
1851,1
1852,7
1853,2
1854,1
1855,2
1856,2
1857,1
1858,1
1859,2
1860,1
1861,6
1862,2
1863,7
1864,3
1865,1
1866,3
1867,1
1868,4
1869,2
1870,1
1871,1
1872,1
1873,2
1874,4
